teks,teks_bersih,label,rating,kategori,nama_produk,id_produk,id_toko,url
mantap sampai dengan aman gan.............................,mantap sampai dengan aman gan,positif,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard
barang udah nyampe om makasihhhhh,barang sudah sampai om terimakasih,positif,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard
recomended....................................,recommended,positif,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard
"barang sesuai, pengiriman cepat, ok",barang sesuai pengiriman cepat ok,positif,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard
mantab... fast respone.. tx u..,mantap fast respone tx u,positif,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard
"Barang bagus, packing cukup, kurir ramah",barang bagus packing cukup kurir ramah,positif,5,pertukangan,Isi Staples Tembak 5000 pcs TCH 13/6,326529089,3360643,https://www.tokopedia.com/anugrahjayatools/isi-staples-tembak-5000-pcs-tch-13-6
Mantapppp banget ......,mantap banget,positif,5,pertukangan,Isi Staples Tembak 5000 pcs TCH 13/6,326529089,3360643,https://www.tokopedia.com/anugrahjayatools/isi-staples-tembak-5000-pcs-tch-13-6
produk sesuai dan bagus. thanks,produk sesuai dan bagus terimakasih,positif,5,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,88842566,1102298,https://www.tokopedia.com/cahayabelawa/steples-tembak-staples-tembak-kenmaster-promo-murah-staple-gun
"Php, bilang isi ada diseskripsi pas dipesen berbeda, mubajir rp50.000 ternyata isinya ga cocok",php bilang isi ada diseskripsi pas dipesen berbeda mubajir rp ternyata isinya tidak cocok,negatif,1,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,88842566,1102298,https://www.tokopedia.com/cahayabelawa/steples-tembak-staples-tembak-kenmaster-promo-murah-staple-gun
Terima kasih semoga bermanfaat..,terimakasih semoga bermanfaat,positif,5,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,88842566,1102298,https://www.tokopedia.com/cahayabelawa/steples-tembak-staples-tembak-kenmaster-promo-murah-staple-gun
Barang sesuai gambar dan diterima dalam kondisi baik,barang sesuai gambar dan diterima dalam kondisi baik,positif,5,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,88842566,1102298,https://www.tokopedia.com/cahayabelawa/steples-tembak-staples-tembak-kenmaster-promo-murah-staple-gun
"Trmksih banyak juragan....
Atas kerjasamanya.....",trmksih banyak juragan atas kerjasamanya,positif,5,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,88842566,1102298,https://www.tokopedia.com/cahayabelawa/steples-tembak-staples-tembak-kenmaster-promo-murah-staple-gun
Keren produk nya mantaps,keren produk nya mantaps,positif,5,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,88842566,1102298,https://www.tokopedia.com/cahayabelawa/steples-tembak-staples-tembak-kenmaster-promo-murah-staple-gun
Barangnya sesuai syn digambar,barang sesuai syn digambar,positif,4,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,88842566,1102298,https://www.tokopedia.com/cahayabelawa/steples-tembak-staples-tembak-kenmaster-promo-murah-staple-gun
"barang bagus...packing rapi,pokoknya top bgt",barang bagus packing rapi pokoknya top banget,positif,5,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,88842566,1102298,https://www.tokopedia.com/cahayabelawa/steples-tembak-staples-tembak-kenmaster-promo-murah-staple-gun
ok..................     . ..     .         ..,ok,positif,5,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,88842566,1102298,https://www.tokopedia.com/cahayabelawa/steples-tembak-staples-tembak-kenmaster-promo-murah-staple-gun
Sesuai dengan apa yg sudah dijelaskan pada detail produk,sesuai dengan apa yang sudah dijelaskan pada detail produk,positif,5,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,88842566,1102298,https://www.tokopedia.com/cahayabelawa/steples-tembak-staples-tembak-kenmaster-promo-murah-staple-gun
"Barang cepat sampai, tapi belum dicoba, besoklah kucoba dulu ya. baru testi lagi. thx",barang cepat sampai tapi belum dicoba besoklah kucoba dulu ya baru testi lagi terimakasih,positif,5,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,88842566,1102298,https://www.tokopedia.com/cahayabelawa/steples-tembak-staples-tembak-kenmaster-promo-murah-staple-gun
"Barang bagus,pengiriman cepat,recomended",barang bagus pengiriman cepat recommended,positif,5,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,88842566,1102298,https://www.tokopedia.com/cahayabelawa/steples-tembak-staples-tembak-kenmaster-promo-murah-staple-gun
barang dah nyampek. trimakasih,barang sudah nyampek terimakasih,positif,4,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,88842566,1102298,https://www.tokopedia.com/cahayabelawa/steples-tembak-staples-tembak-kenmaster-promo-murah-staple-gun
barang sudah diterima dengan baik dan sesuai,barang sudah diterima dengan baik dan sesuai,positif,5,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,88842566,1102298,https://www.tokopedia.com/cahayabelawa/steples-tembak-staples-tembak-kenmaster-promo-murah-staple-gun
"cepet respon'a
pesen pagi, siang udh sampe",cepat respon a pesen pagi siang sudah sampai,positif,5,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,88842566,1102298,https://www.tokopedia.com/cahayabelawa/steples-tembak-staples-tembak-kenmaster-promo-murah-staple-gun
"mantab...cepat sekali pengiriman
pesan pagi...siang udah dteng
barangnya jg bagus....thx",mantap cepat sekali pengiriman pesan pagi siang sudah dteng barang juga bagus terimakasih,positif,5,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,88842566,1102298,https://www.tokopedia.com/cahayabelawa/steples-tembak-staples-tembak-kenmaster-promo-murah-staple-gun
Trimsssssss...................,terimakasih,positif,5,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,88842566,1102298,https://www.tokopedia.com/cahayabelawa/steples-tembak-staples-tembak-kenmaster-promo-murah-staple-gun
barang Bagus pengiriman cepat ..........,barang bagus pengiriman cepat,positif,5,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,88842566,1102298,https://www.tokopedia.com/cahayabelawa/steples-tembak-staples-tembak-kenmaster-promo-murah-staple-gun
sudah terima dan respon cepat.....................................,sudah terima dan respon cepat,positif,4,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,88842566,1102298,https://www.tokopedia.com/cahayabelawa/steples-tembak-staples-tembak-kenmaster-promo-murah-staple-gun
terimakasih gan barang cepat sampai dan sesuai dengan yang di orde,terimakasih gan barang cepat sampai dan sesuai dengan yang di orde,positif,5,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,88842566,1102298,https://www.tokopedia.com/cahayabelawa/steples-tembak-staples-tembak-kenmaster-promo-murah-staple-gun
pelayanan memuaskan gan.....................................,pelayanan memuaskan gan,positif,4,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,88842566,1102298,https://www.tokopedia.com/cahayabelawa/steples-tembak-staples-tembak-kenmaster-promo-murah-staple-gun
barang sudah sampai tujuan dengan cepat gan mkash,barang sudah sampai tujuan dengan cepat gan mkash,positif,4,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,88842566,1102298,https://www.tokopedia.com/cahayabelawa/steples-tembak-staples-tembak-kenmaster-promo-murah-staple-gun
Recsell👍👍👍👍,recsell,positif,4,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
Keren bagus sangat berguna sekali,keren bagus sangat berguna sekali,positif,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
"Barang sesuai gambar, packing rapihlah,
Pengiriman standar dan harga terjangkau..

Terima kasih",barang sesuai gambar packing rapihlah pengiriman standar dan harga terjangkau terimakasih,positif,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
"Belum dicoba, klo ok nanti bintang nya saya tambah",belum dicoba kalau ok nanti bintang nya saya tambah,positif,4,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
Recomended seller semoga awet,recommended seller semoga awet,positif,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
"Barang bagus, berfungsi dgn baik....",barang bagus berfungsi dengan baik,positif,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
Barangnya datang tepat waktu,barang datang tepat waktu,positif,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
Barang sudah diterima dengan baik dan pengiriman yg cepat. Terima kasih.,barang sudah diterima dengan baik dan pengiriman yang cepat terimakasih,positif,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
mantap gun tackernya gan,mantap gun tackernya gan,positif,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
Gooooooooooooooooooood,good,positif,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
Seller merespon dengan cepat dengan proses pengiriman yang juga cepat. Barang dipacking rapi dan berkualitas baru (bnib). Stapler gun sudah termasuk isinya dan ada 3 jenis ukuran.,seller merespon dengan cepat dengan proses pengiriman yang juga cepat barang dipacking rapi dan berkualitas baru bnib stapler gun sudah termasuk isinya dan ada jenis ukuran,positif,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
barang jelek copot&#34; terus tmpat taro isinya,barang jelek copot terus tmpat taro isinya,negatif,2,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
Barang dah sampe..cepat rapi dan respon penjual baik,barang sudah sampai cepat rapi dan respon penjual baik,positif,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
"barang sudah diterima dalam kondisi bagus, sudah di test, terimakasih",barang sudah diterima dalam kondisi bagus sudah di test terimakasih,positif,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
Produk bagus dan respon cepat.,produk bagus dan respon cepat,positif,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
"Mantap, rekomen seller, barang bagus",mantap recommended seller barang bagus,positif,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
Barang sesuai deskripsi. Pengiriman cepat. Thanks 👍,barang sesuai deskripsi pengiriman cepat terimakasih,positif,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
"delivery cepat, packing rapih, produk sesuai deskripsi gambar, trims ya gan",delivery cepat packing rapi produk sesuai deskripsi gambar terimakasih ya gan,positif,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
"barang sudah sampai, 
langsung dicoba n lancar jaya. 
thanks seller.",barang sudah sampai langsung dicoba n lancar jaya terimakasih seller,positif,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
Mantaps brng sesuai dan cepat responnya,mantaps barang sesuai dan cepat responnya,positif,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
"Barang sesuai gambar 
Respon penjual cepat",barang sesuai gambar respon penjual cepat,positif,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
Barang di terima sesuai spek,barang di terima sesuai spek,positif,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
"Barang telah tiba, sesuai gambar...",barang telah tiba sesuai gambar,positif,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
Barang sudah di terima thank u,barang sudah di terima terimakasih u,positif,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
Terimakasih gan barang sudah sampai,terimakasih gan barang sudah sampai,positif,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
Barang sudaj sampai gan tks....,barang sudaj sampai gan terimakasih,positif,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
respon cepat... pengiriman juga cepat... sudah dites kualitas barang ok... trims,respon cepat pengiriman juga cepat sudah dites kualitas barang ok terimakasih,positif,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
Terimakasihhhhhhh.............,terimakasih,positif,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
"barang sdh dterima dgn baik, trima kasih..",barang sudah dterima dengan baik trima kasih,positif,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
"Barang sudah di terima, bagus, packing rapih makasih pelayanan nya",barang sudah di terima bagus packing rapi terimakasih pelayanan nya,positif,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
"Barang sudah sampai, bahan kokoh sptnya..udah di tes ke kayu..nempel kuat..untung dapet bonus isi nya..trims gan.",barang sudah sampai bahan kokoh sptnya sudah di tes ke kayu nempel kuat untung dapet bonus isi nya terimakasih gan,positif,4,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,209226141,580197,https://www.tokopedia.com/hmhhardware/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
